url_id,index,lecture_name,professor_name,rate,semester,like,text
1950259,0,미시경제학,이혁진,100.0,20,0,시험전날 몰아서 강의 올려준거 빼고는 다좋았음
1950259,1,미시경제학,이혁진,60.0,20,0,대면일 때도 지각 많이하셨는데 비대면도 역시나였음..강의력은 정말 좋으신데 아쉬웠다
1950259,2,미시경제학,이혁진,60.0,20,0,교수님강의력이나 수업내용은 좋으나 시험이 깐깐하고 가끔씩 아는내용도 헷갈림 강의교안을 안올려주심 일일히 다적느라 힘듬 코로나땜에 온라인수업했는데 강의를 몇주째 안올리시다 시험 4일전에 2주치 강의가올라옴 교수님이 조금 게으르신거같음강의자체가 나쁘진 않았지만 몇몇부분때문에  깎아먹는느낌
1950259,3,미시경제학,이혁진,80.0,20,0,배운만큼 전범위의 시험과 과제.  수업 자체는 나긋하게 잘 설명해주시고 질문도 잘 받아주시는 듯. 예시도 첨부해서 쉽게 이해할 수 있음. 퀴즈도 다음 회차에 설명해주셔서 틀린 부분도 확인 가능해서 좋았으나 내 성적이 좋지 못했다
1950259,4,미시경제학,이혁진,80.0,20,0,올해는 코로나때문에 중간 없이 기말만 전범위.과제 2번에 퀴즈 2번 있었고 기말은 퀴즈보다 살짝 어려운 정도예시로 설명 많이 하셔서 이해 잘가게 쉽게 해주심
1950259,5,미시경제학,이혁진,100.0,19,0,진짜 출튀를 하기 힘든 과목임. 출석을 거의 신경 안쓰시는데도 수업 빠지면 필기놓치는데 이게 시험에 고스란히 나옴. 교수님은 되게 젠틀하시고 수업도 잘해주심. 시험이 조금 어렵다는게 함정인데 필기 다 외워가면 충분히 에이 넘김
1950259,6,미시경제학,이혁진,60.0,19,0,강의 내용 자세하게 설명해주시고 과제는 총 5번있습니다.
1950262,0,경제사,진기명,100.0,20,0,"비대면이라 중간고사, 기말고사 일절 없었고 과제로 모든게 평가됨. 다만 과제가 25페이지 분량으로 엄청나따.... 과제에 대한 진입장벽이 높아서인지 학점은 잘나왔음. 암튼 꿀과목!!"
1950305,0,서비스마케팅,이용기,60.0,20,0,매주 다음강의 요약과제팀플로 논문씀시험은 대신 없습니다
1079296,0,인적자원관리,김혜진,80.0,19,1,팀 뽑기 전에 기도해라.. 뭐 됐다 싶으면 걍 런하고 ㅋㅋㅋ
1079296,1,인적자원관리,김혜진,40.0,19,1,할거 너무 많고 팀원 잘만나야함 굉장히 피곤한수업
1079296,2,인적자원관리,김혜진,40.0,19,0,교수님 강의력도 좋으시고 강의의 질은 나쁘다고 할 수 없으나 평소 안적자원관리에 뜻이 없고 시간맞출라고 들었다가 한학기 내내 이 수업에 끌려다녔다 팀플 극악이다 3년내내 해본 탐플중에 가장극악 학기초부터 종강때까지 진짜 이팀플 때문에 자퇴하고 싶었다 그렇다고 시험이 쉬운것도 아니다 개인적으로 투머치강의 인적자원관리에 엄청난 뜻이 있는 사람만 들으셈
1079296,3,인적자원관리,김혜진,80.0,18,0,하는 만큼 학점 나오는 과목이번 학기는 시험 채점이 후하셨던 듯 함
1079296,4,인적자원관리,김혜진,100.0,18,0,진짜 자기가 한만큼 얻어가는 과목이라고 볼 수 있다. 교수님이 일단 설명을 너무 잘해주셔서 수업시간에 바짝 집중하고 셤 기간에만 교수님이 정리해준 필기위주로 공부하면 시험 잘 볼 수 있다. 팀플은 기업 정해서 실제로 설문조사도 진행하기 때문에 기업선정 중요하고 어느 팀플이든 마찬가지지만 팀 잘만나야 된다. 시험은 공부하면 풀 수 있고 시험 문제를 통해 생각을 할 수 있는 기회가 되는 것 같고 달달 외우는 문제는 안나와서 좋다 그냥 교수님 최고임참고로 설렁설렁하는 사람들에게는 정말 한 학기가 힘들 거임
1079296,5,인적자원관리,김혜진,80.0,17,0,팀플빡세구요 과제빡세요 토론수업도 일이주에 한번정도 있습니다. 그렇지만 팀플같은 경우에는 개인 참여 점수가 높아서 참여만 열심히 하면 팀플 망해도 커버가 잘되구요 (팀플점수×참여%로 팀과제점수나감)  과제점수도 대체로 높게 잘주십니다. 출석은 지각 상관안하시고  결석만 안하면 수업끝나기 10분전에 들어가도 뭐라고 안하십니다. 시험은 주관식이지만 자신있는 문제 골라서 쓰는거라서 점수는 잘나와요. 달달 외우는 타입아니구요. 그냥 전체 맥락만 이해해서 핵심내용만 들어가면 맞다고해주십니다. 악명은 높지만 막상 점수따기 힘든 수업은 아니에요.
1079298,0,조직관리,권인수,80.0,20,0,1학기 전체 싸강이라 시험도 레포트 대체. 과제가 많아서 부담스러웠음 특히나 분량이 오바임. 성적은 잘 주셨음
1079298,1,조직관리,권인수,80.0,20,0,과제 양 많음. 레포트형식 과제 5-7개중간기말 대체레포트 방식
1079298,2,조직관리,권인수,80.0,20,0,시험 두 번이라고 했지만 퀴즈 비중이 아주 크기 때문에...사실상 네 번이라고 봐도 좋았다...싸강으로 바뀌어서 현강때와는 좀 다른 방식이었겠지만 들은 수업 중 과제 투 톱...다만 과제를 교수님이 꼼꼼히 보고 매기셔서 좋긴좋았음
1079298,3,조직관리,권인수,80.0,20,0,과제 엄청 많았습니다.. 대신 교수님이 과제 하나하나 세심하게 읽어봐주시고 신경써주시는 것이 좋았네요..
1079298,4,조직관리,권인수,80.0,20,0,"코로나로 인해 비대면으로 수업했습니다. 시험은 전부 대체과제로 진행했고, 내용은 분량채우고 창의적이고 배운거 적용 잘하면 점수 주시는거 같은데, 사실 잘 모르겠습니다 정확한 채점 기준을...   점수는 생각 만큼 높진 않았지만, 학점은 잘 나왔습니다."
1079298,5,조직관리,권인수,80.0,19,1,조별과제 안하는 대신에 시험이 많음 게다가 그 양도 꽤 됨
