url_id,index,lecture_name,professor_name,rate,semester,like,text
2183397,0,신입생세미나,명승택,80.0,20,0,교수님에 따라서 수업 횟수가 달라요! 비대면이라 웹엑스 통해서 수업했지만 저는 2주에 한 번 꼬박 했습니다..
1080038,0,재료열역학1,김선재,40.0,20,0,온라인으로 수업을 하셔서 pdf를 그냥 읽으시는 수업이라 딱히 강의가 중요하진 않음. 출석 30%라서 기말고사정도의 점수라 출석 신경써야함!24시간을 주고 시험을 봤지만 너무 어려워서 평균이 40점대라고 함강의를 듣는 걸로만 풀수있을 정도가 아님
1080038,1,재료열역학1,김선재,40.0,19,0,수강하는 사람의 절반 이상이 수업내용을 이해하지못하는 분위기다.시험을 세번봤지만 전공필수임에도 불구하고  점수공개는 한번만 했다. 학사정보시스템에 시험이나 과제 출결까지 모두 점수 공개를 하지 않는다.마지막 시험이 치뤄지기 2주정도 전에 즉흥적으로 교수님께서 찍은 강의가 올라오긴 했으나 너무 늦게 올라왔기때문에 그 전의 시험 두번에는 아무런 도움이 되지 않았다
1080038,2,재료열역학1,김선재,60.0,19,0,"마지막 시험 다 맡으면 첫번째, 두번째 시험을 못 봐도 에이쁠을 주신다고 함 교재에서 문제를 내시기 때문에 연습문제 질문을 받지 않으신다 내용에 관해서는 질문 받으심"
1080038,3,재료열역학1,김선재,100.0,19,1,과제는 매 강의 한단원 끝나면 연습문제  홀수번이나 짝수번으로 내시구요절대평가라 쉅 열심히 듣구 연습문제랑 원리증명위주로 풀면 충분해요
1080038,4,재료열역학1,김선재,100.0,18,0,교수님 호불호 갈리는 스타일이심 나는 좋았음 사랑해요 갓선재♡
538331,0,재료열역학1,김태완,80.0,20,1,모두가 욕하지만 코로나로 인해 혼란스러웠던 1학기 시험없이 과제대체로 난 꿀빨았다
538331,1,재료열역학1,김태완,20.0,18,3,0.5점 있으면 0.5점 주고싶은데 최하가 1점이라는게 원통하고 비통하다. 졸업하기 직전에 재수강한다. 물론 니놈 강의 말고 다른 훌륭한 강의력을 지닌 교수님에게로 ^^
538331,2,재료열역학1,김태완,20.0,19,0,수업이  진짜  산만하다.ㅋㅋ 열심히 들으려해도 산만함에 정신이 혼미해진다..시험도 족보랑 똑같아서 공부하는 의미가 없는 과목ㅋㅋ다시는 듣고 싶지 않은 강의ㅋㅋ 공부 별로안하고 싶은 사람들은 들으세요!
538331,3,재료열역학1,김태완,40.0,17,4,강의 전달이 제대로 이뤄지지 않음. 같은 이야기가 반복되지만 미묘하게 단어가 달라짐.  설명이 잘 들어오지 않음. 내용 자체도 어려움.  개인적으로 시험도 어려웠음.
538331,4,재료열역학1,김태완,60.0,17,2,일단 교수님은 이 과목을 굉장히 사랑하시는 것 같습니다 근데 열역학이 저랑 안맞는건지 설명을 알아들을수가 없었어요 매번 같은 단어 쓰시면서 똑같은 설명하는 느낌인데 왜 모르겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시험은 뭐 그냥 배운거 다 외우시면 됩니다  그럼 시험은 쉬워져요
535902,0,재료열역학1,홍영준,100.0,20,0,"ㄱㅌㅇ,ㄱㅅㅈ 교수님 수업이랑 홍영준교수님 수업까지 다 들어본 사람으로 개인적으로 재료열역학에 대하여 이해를 도전해보고 싶으시면 홍영준 교수님을 추전합니다. 나신에서 가장 강의력좋으신분중 한분입니다."
535902,1,재료열역학1,홍영준,80.0,20,0,과제가 많았는데 시험에 도움이 많이 되기 때문에 직접 다 풀어보는 것 추천. 시험이 과제 연습문제와 비슷하기 때문에 열심히 했다면 시험도 잘 풀 수 있을 듯.
