url_id,index,lecture_name,professor_name,rate,semester,like,text
535020,0,법학입문,이재교,100.0,20,0,판례평석 잘하면 성적잘 주시는것 같음. 중간 개망치고 기말도 틀린 문제 몇 개 있었는데 판례평석 과제 평가는 전부 A+이었음. 성적도 결국 A+ 나옴.
535020,1,법학입문,이재교,80.0,20,0,과제들 되게 귀찮고 많다 시험은 말빨 좋으면 된다 난 시험은 망쳤지만 과제는 열심히해서 점수 잘 받았음
535020,2,법학입문,이재교,80.0,20,0,수업은 ppt 띄워놓으시고 하시는데 보통 교안에 없는 다른 관련 사례를 중심으로 많이 얘기하심. 수업만 잘 들으면 시험도 잘 볼 수 있고 성적도 후하게 주시는 편. 다만 과제는 분량 채워쓰기가 쉽지만은 않음.
535020,3,법학입문,이재교,100.0,20,0,"교재에 없는 내용 많이 얘기해주시고, 말씀하신 내용에서 시험문제 내셔서 교재 그렇게 크게 필요는 없습니다.과제가 좀 시간이 오래 걸리기는 한데, 판례평석은 민사소송법 강의에서도 내주셔서 어차피 내년에도 하셔야 되니 계속 해야되는거 연습한다 셈 치고 해보시길... 점수는 나름 잘 주시는 것 같아요! 방청도 저는 재밌었습니다.저는 상당히 만족했던 강의였습니다. 강의내용도 재밌었고 시험문제도 괜찮았구요! 학점은 원래 잘주시는 교수님이시니... 법학과 들어와서 다른 강의들 듣기 전에 수강하기엔 최적화된 과목인듯!!"
535020,4,법학입문,이재교,100.0,20,0,사이버강의라 괜찮았지만 과제는 꽤 많았어요 시험은 수업 잘 들으면 잘 나옴
535020,5,법학입문,이재교,80.0,19,0,과제가 힘듦. 수업이 집중하면 재미는 있으나 매우 졸림.
535020,6,법학입문,이재교,100.0,19,0,교수님 진짜 좋으심 재밌게 수업하려고 노력하시고 이름도 외우시려고 노력하시는게 눈에 보임 다만 재미는 없음 4시 종이 칠 때쯤 되면 앞에 애들 다 졸고 있음평석이나 방청같은 과제 있음 글쓰기 양늘려서 잘 쓰는 사람에게는 문제 없고 성의만 있으면 에이쁠 주시는 것 같음수업 시간에 말한 사례위주로 공부하면 성적 나쁘지 않게 나옴
535020,7,법학입문,이재교,80.0,19,0,교재는 정말 필요없음 당연히 시험문제에도 그닥 영향 안 줌교수님이 수업전에 따로 호명하시면서 눈 마주치심수업 내용은 좋은데 과제가 많이 빡셈 내용이 빡세다기보다는 분량을 채우기 힘든게 큼
535020,8,법학입문,이재교,100.0,19,0,일단 법학부 수업 중 재밌습니다.그리고 열공한다면 성적 또한 뒷따름이 분명합니다
535020,9,법학입문,이재교,100.0,19,0,교재 꼼꼼히 안읽어도 교수님 강의 녹음해놨다가 시험기간 전에 한번 들어보기만 하면 시험은 어렵지 않게 풀 수 있음 문제 대부분은 직접 평결 내리는 형식임. 한 학기에 과제 네번이었는데 다 A4 4장이 최소 분량임 그런데 분량 안채워도 내용만 애 쓴 티 나면 점수 잘 주시고 피드백이 있어서 좋음
535020,10,법학입문,이재교,80.0,19,0,제대로 들어보면 배울 것도 많고 재밌는 강의  그러나 제대로 듣기가 힘든 강의. 매우 졸림 과제는 5번 있고 모든 과제가 수월하게 할 수 있는 과제는 아님 글 잘 쓰는거 좋아하심 그래도 열심히 하면 A이상은 주심  시험도 수업시간 때 가르쳐주신 개념들 알고있으면 거의 다 적을 수 있고 몰라도 자신의 생각 논리적으로 말하면 점수 주시는 듯함
535020,11,법학입문,이재교,100.0,19,0,최고의 교수님. 최고의 수업.과제가 적지는 않다. 다만 열심히하면 다 감안해서 그에 상응하는 점수 주신다. 시험은 자기 생각을 논리적으로 쓰는게 중요. 교과서보단 생각을 중시하심. 암튼 결론은 최고의 강의였다.
535020,12,법학입문,이재교,100.0,19,0,중간은 B+받았는데 과제가 생각보다 잘 나와서 점수 잘 나옴 중간 기말도 중요하지만 중간중간 과제 잘 챙기는 것도 점수에 작용하는 것 같음 판례평석은 처음에는 감이 잘 안 잡히지만 하다보면 요령이 생김 글빨을 중요하게 생각하시고 무조건 늘어지는 문장보다는 짧게 요약하는 형식을 좋아하심 시험은 교재 볼 필요 없음
535020,13,법학입문,이재교,60.0,19,0,과제가 매우 많음. 레포트로 a4 4장인데 분량 미달이어도 내용 좋으면 점수 잘 주심. 평석과제 2번인데 이게 제일 어려움. 아직까지 모르겠음. 시험은 책에서 나오는게 아님. 교수님 강의 잘 들어야함. 자기 판단을 시험에서 잘 서술하면 점수 잘 주심.
535020,14,법학입문,이재교,60.0,18,0,교재가 있어도 딱히 시험에 많이 반영이 안됨. 특히 기말은 올 사례형. 과제가 점수에 딱히 작용을 하지않음 절대.
535020,15,법학입문,이재교,100.0,18,0,생각보다학점잘줌 시험잘보되 글빨좀있어야함중간잘봐도기말망치면 ㄹㅇ 훅떨어지니 조심!수업은 사례를 많이들어주심그거다적으시고보세요기본적인개념은 다익히시고
535020,16,법학입문,이재교,60.0,17,0,과제 평가불가(F) B-  A- B+ B+받았지만 중간 기말만 잘보면 에이플줌 수능 사탐 법과 정치했다면 수업시간에 잠만 자고 시험봐도 에이플나옴 솔직히 강의와 책에서 시험 별로 안나온다고 봐도됨 쓸때 없이 과제에 힘줄 필요없음
535020,17,법학입문,이재교,80.0,14,0,내가 배울때만해도 A+ B+ C+ F 식으로 주셨는데 요즘은 어쩌러나
1950200,0,헌법1,김희정,100.0,20,0,정말 잘 가르쳐주시고 학생들의 의견을 하나하나 들어주시려는 노력이 인상깊었던 수업이었습니다. 과제도 너무 간단해서 거의 없는거나 마찬가지였습니다.
1950200,1,헌법1,김희정,80.0,20,0,모든 게 다 좋은데 시험에서 요구하는 양이 조금많은 느낌교수님이 수업도 잘 하시고 피드백 빠르고 친절하심지금까지 본 교수님 중 제일 갓갓갓시험이 어렵다는 점에서 4점 드리지만 대학 수업이라는본질적 측면에서는 5점인거 같습니다
1950200,2,헌법1,김희정,100.0,20,0,다른 수업들과 비교했을 때 가장 고퀄리티의 강의였는데  학생들 의견을 가장 적극적으로 듣고자 하셨음 교수님께서 최대한 학생들 편의를 봐주시려 하시고 설명도 잘 해주셔서 강의 내용을 잘 이해할 수 있었음 과제도 다 자신의 생각 적는 과제.근데 시험은 뭔가 한 번도 해본 적 없는 유형의 문제라 난 좀 어려웠음. 교수님께서 시험 전에 어떻게 작성해야 하는지 양식을 알려주시지만 시험 시간 안에 다 작성해서 내기엔 시간이 좀 부족하다고 느껴진..? 그래도 최대한 열심히 써서 내면 교수님께서 학점 잘 주심! 또 시험 보기 전에 그 양식대로 쓰는 걸 연습해보면서 얻은 것도 많다고 생각함 이번 학기 가장 만족스러운 수업!
