url_id,index,lecture_name,professor_name,rate,semester,like,text
2099781,0,영미소설의이해,강미영,60.0,20,0,온라인 수업이었고 매시간마다 강의소감문 써서 제출하는게 과제고 시험문제 좀 지저분하게 나오긴 해요 열정적이시긴 합니다 현강때는 어떨지 잘 모르겠어요
2099782,0,영미소설의이해,김현아,100.0,20,0,"진짜 좋았어요. 수업내용도 좋고 교수님 강의력도 좋고, 교수님이 학생들을 배려해주셔서 시험도 레포트로 대체해주셨었습니다."
2099782,1,영미소설의이해,김현아,100.0,20,0,너무 재밌다!! 교수님께서 다양한 각도로 해석해주셔서 소설에 대한 견해가 넓어지는 것 같아서 좋았다. 이번엔 온라인 수업이어서 출석 과제가 있긴했는데 일반적으로는 정기과제2번이랑 발표1번 정도 해야한다.  크게 부담스러운 것이 아니라서 ㄱㅊㄱㅊ
2099782,2,영미소설의이해,김현아,80.0,20,0,교수님 강의력도 좋으시고 PPT도 잘 만드셔서 학생들 배려 좀 해주시는 편입니다.
2099782,3,영미소설의이해,김현아,100.0,20,0,교수님 박학다식하시고 어렵지 않게 설명해주셔서  넘나 좋당 발표 한번 정기과제 두번 중간 기말 이렇게 평가 진행되고 발표는 범위와 시간 모두 정해주셨다 책과 영화에 관해서 모두 다뤄주셔서 더 흥미롭고 깊게 이해할 수 있었당
2099782,4,영미소설의이해,김현아,100.0,20,0,교수님 강의력도 좋고 재밌게 수업 들었던 것 같다. 과제는 크게 2번에 발표 1번인데 발표는 교수님이 지정해주신 책 범위 혹은 영화 발표를 맡아 피피티 준비하면 돼서 어렵진 않다.
535049,0,영어음성음운론,정영희,100.0,20,0,강의력이 막 엄청 좋으신 편은 아님 그래서 사람에 따라 집중이 안될 수도 있는데 워낙 열정적이시고 꼼꼼하게 알려주셔서 내용 전달에는 문제 없음 시험 문제도 공부한 데에서만 나오고 퀴즈도 적당한 양이라 부담 없음 싸강으로 들어서 현강에선 어떨지 모르겠지만 개인적으로는 좋았던 수업임
535049,1,영어음성음운론,정영희,60.0,20,0,솔직히 교수님 강의력이 너무 별로.... 불필요한 반복어구를 너무 많이 말하셔서 강의 집중하는 데 지장이 꽤 있었음.그래도 정말 열정적으로 강의해주시는 분이라 모르는거 있으면 상세히 잘 알려주심. 학점도 잘 주시는 편음운론 들으면 다 알겠지만 과목내용은 그냥 풀암기임. 고등학교 생활국어 영어판이라고 생각하면 됨.  그래서 나는 집중력이 좋고 성실하다 싶으면 무난히 학점따갈 수 있고 아니라면 비추
535049,2,영어음성음운론,정영희,80.0,20,0,강의내용이나 과제가 개인적으로는 양이 좀  많고 어렵다고 느껴서 부담이 되는 부분도 있었다. 그래도 시험이나 과제에 기간을 넉넉하게 주시고 이번학기는 시험도 오픈북으로 진행되어서 그런지 학점도 잘 주셨다
535049,3,영어음성음운론,정영희,100.0,20,0,이번학기 싸강이라 학점을 잘 주신듯!!!아래 댓글에 정영희교수님 학자 스타일이라고 하셨는데 그 이유를 너무 알것 같아요! 싸강이라 어디 물어볼곳도 없는데 과제가...상당히 오래걸리고 성실해야하는??듣는 여러분 힘내세요...
535049,4,영어음성음운론,정영희,80.0,19,0,"18학년도에 글쓰신분들이 좀 의아하긴 하네요.사실 정영희교수님은 강의력이 좋은분은 아닌데요..열정이 많은분이지. 딱 음운론, 음성학에 미쳐서 그거만 생각하고 사시는 학자스타일 이십니다.학생들이 리액션이 적은탓도 있겠으나, 뭔가 학생들이 이해를 못했을거라 지레 짐작하고 자꾸 아는내용 반복을 미친듯이 하시는경우가 많았습니다. 근데 이건 원래 정교수님 특징임 ㅋㅋ..과목으로만 한정지어서 말하자면, 꽤 흥미로운 내용이었습니다. 영어공부에도 간접적으로 도움될 내용도 꽤 있었구요. 다만, 영어학 싫어하시는 분들이면 싫으실거에요. 이해를 기반으로 해야하긴 하지만, 죄다 암기거든요. 게다가 수강인원도 적은편이라 경쟁이 꽤 치열해요.무엇보다도 음성학지식을 최소 한번 이상은 다른강의에서 듣고 암기해본 경험이 있어야 따라갈수 있습니다. 자음분류표랑 모음사각도를 뭐 음성학이든, 영어학의세계든, 뭔강의든 상관없습니다만, 한번이라도 들어봤어야 강의듣기가 가능하실겁니다."
